ring_id,accounts,transactions,density,average_connections,predicted_fraud_accounts,average_fraud_probability,maximum_fraud_probability,suspicion_score,risk_level
67409,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
91002,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
67414,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
67424,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67426,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
86579,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
9602,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
24690,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24695,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
30360,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
65730,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
65733,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
18709,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
73607,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
5723,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
71287,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
47816,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
60024,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
73592,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
50721,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67431,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24652,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
32649,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
73631,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
73637,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
41036,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
76188,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
10855,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
71824,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
90968,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
46952,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
93527,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
83419,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
55585,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
37450,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
32643,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
32644,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59940,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67539,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
65658,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
87707,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
19240,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
38977,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
45520,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
16013,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
75334,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
32683,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
86534,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
53747,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
67510,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24641,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
24660,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
39480,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
86568,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
18662,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67592,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
24600,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
67554,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
65645,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
48428,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
82048,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
10858,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
62052,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
92946,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
92951,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
92959,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
78893,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
32707,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
93590,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
37444,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
53724,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
26658,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
65670,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
91685,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
2528,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
91692,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
91694,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
91696,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
26632,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
89143,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59921,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59907,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
32768,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
78831,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
13935,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
24535,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
40608,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
62086,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
48433,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
44905,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
93603,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
93604,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
6963,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
6964,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
9500,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
3982,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
40462,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
52796,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
52799,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59872,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59874,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
59792,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
44933,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
48425,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
92906,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
62095,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
49850,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
54233,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
45031,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
48298,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
48299,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
39504,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59839,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59812,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
32813,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
78809,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
78784,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
48705,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
53701,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
53717,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
54239,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
4333,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
4338,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
46248,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
71858,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
50435,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
55624,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
42496,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
88067,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
71240,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
71242,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
49468,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
32856,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
78780,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
48700,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
89866,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30200,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
30210,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
62142,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
80005,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
13979,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59752,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
32901,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
45732,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
88074,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
16034,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
73679,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
73686,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
93623,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
83579,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
83584,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
83536,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
53699,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
67727,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
5699,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
16720,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30188,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
30189,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
87638,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
80033,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
20746,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
40443,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
67713,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
78765,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
14002,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
75317,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
42826,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
65495,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
4124,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
38941,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
54260,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
65539,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
65511,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
78746,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59724,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
59705,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59712,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
32958,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
32968,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
16020,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
83568,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
62200,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30180,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
92916,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
10935,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
40874,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
40880,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
26734,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
16006,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
16008,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
89545,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59689,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24399,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
39532,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
43852,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
4515,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
4518,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
38098,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
26754,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
71895,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
20170,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
20175,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
76141,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
4505,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67765,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
20838,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
6977,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
6979,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
83603,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
93640,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
83600,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
52168,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
52173,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
24356,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
67773,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59631,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59604,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
83620,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
83622,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
83624,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
59611,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
33078,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
46232,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
30131,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30132,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
30149,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
51484,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
26762,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
26773,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
54273,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
38907,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
65462,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
26809,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
72950,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
30119,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
43422,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
49874,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
2481,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
50776,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
20817,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
75278,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59586,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59554,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
86465,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24351,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
33097,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
33107,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
53660,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
24296,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
67823,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
86482,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
80063,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
12711,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
52405,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
2460,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
65473,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
38926,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
14100,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
78643,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
14126,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
24325,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
91752,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
65444,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
54285,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
38890,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
62263,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
3160,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59489,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
20849,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
6999,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
33132,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
89509,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
18546,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
73743,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
73745,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
83650,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59533,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
73791,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
89530,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
41551,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30045,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
62292,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
62276,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
48579,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
10991,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
30078,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
30086,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67878,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
42462,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
93691,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
83701,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
9293,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
9296,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
26832,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
80090,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
89674,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
71983,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
71940,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
72957,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
54999,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
3172,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
39592,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
50782,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
78571,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
55680,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
55685,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
71184,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
76493,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
59464,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
83779,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
44613,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
37324,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24125,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
843,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
52143,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
44616,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
59411,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
78526,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
14165,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
67889,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
67919,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
67922,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
24153,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
24157,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
93729,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
75226,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
75235,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
67959,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
45909,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
47452,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
11032,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
62333,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
65375,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
78542,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
59362,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
83793,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
59350,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
15992,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
9244,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
83773,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
83777,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
83839,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
76538,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
90751,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
38152,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
45905,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67950,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
67954,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
93746,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
71169,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
20868,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
15988,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
9221,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
822,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
78531,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
24124,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
89132,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
12650,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
87639,2,1,1.0,1.0,0,0.2405,0.3145,32.03,MEDIUM
71997,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
43390,2,1,1.0,1.0,0,0.2405,0.3144,32.03,MEDIUM
19308,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
88982,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
65326,2,1,1.0,1.0,0,0.2406,0.3143,32.03,MEDIUM
14277,2,1,1.0,1.0,0,0.2406,0.3144,32.03,MEDIUM
71131,2,1,1.0,1.0,0,0.2407,0.3142,32.03,MEDIUM
