ring_id,accounts,transactions,density,average_connections,suspicion_score
77127,4,3,0.5,1.5,28.8
77609,4,3,0.5,1.5,28.8
77619,4,3,0.5,1.5,28.8
39052,4,3,0.5,1.5,28.8
39096,4,3,0.5,1.5,28.8
39189,4,3,0.5,1.5,28.8
39214,4,3,0.5,1.5,28.8
39221,4,3,0.5,1.5,28.8
39244,4,3,0.5,1.5,28.8
39362,4,3,0.5,1.5,28.8
39369,4,3,0.5,1.5,28.8
23436,4,3,0.5,1.5,28.8
39373,4,3,0.5,1.5,28.8
77461,4,3,0.5,1.5,28.8
77471,4,3,0.5,1.5,28.8
77488,4,3,0.5,1.5,28.8
77492,4,3,0.5,1.5,28.8
38719,4,3,0.5,1.5,28.8
38769,4,3,0.5,1.5,28.8
38933,4,3,0.5,1.5,28.8
23457,4,3,0.5,1.5,28.8
38985,4,3,0.5,1.5,28.8
38990,4,3,0.5,1.5,28.8
77807,4,3,0.5,1.5,28.8
77871,4,3,0.5,1.5,28.8
8315,4,3,0.5,1.5,28.8
77640,4,3,0.5,1.5,28.8
77714,4,3,0.5,1.5,28.8
77760,4,3,0.5,1.5,28.8
77761,4,3,0.5,1.5,28.8
77518,4,3,0.5,1.5,28.8
77550,4,3,0.5,1.5,28.8
77554,4,3,0.5,1.5,28.8
78393,4,3,0.5,1.5,28.8
38455,4,3,0.5,1.5,28.8
38484,4,3,0.5,1.5,28.8
38492,4,3,0.5,1.5,28.8
38567,4,3,0.5,1.5,28.8
38580,4,3,0.5,1.5,28.8
23505,4,3,0.5,1.5,28.8
23588,4,3,0.5,1.5,28.8
38609,4,3,0.5,1.5,28.8
78046,4,3,0.5,1.5,28.8
78052,4,3,0.5,1.5,28.8
78055,4,3,0.5,1.5,28.8
78199,4,3,0.5,1.5,28.8
77907,4,3,0.5,1.5,28.8
78019,4,3,0.5,1.5,28.8
78024,4,3,0.5,1.5,28.8
78478,4,3,0.5,1.5,28.8
38333,4,3,0.5,1.5,28.8
38372,4,3,0.5,1.5,28.8
38380,4,3,0.5,1.5,28.8
38388,4,3,0.5,1.5,28.8
23609,4,3,0.5,1.5,28.8
38394,4,3,0.5,1.5,28.8
38410,4,3,0.5,1.5,28.8
78257,4,3,0.5,1.5,28.8
8114,4,3,0.5,1.5,28.8
8128,4,3,0.5,1.5,28.8
78285,4,3,0.5,1.5,28.8
78308,4,3,0.5,1.5,28.8
78318,4,3,0.5,1.5,28.8
78369,4,3,0.5,1.5,28.8
78374,4,3,0.5,1.5,28.8
78501,4,3,0.5,1.5,28.8
78545,4,3,0.5,1.5,28.8
78626,4,3,0.5,1.5,28.8
38180,4,3,0.5,1.5,28.8
38201,4,3,0.5,1.5,28.8
38246,4,3,0.5,1.5,28.8
38282,4,3,0.5,1.5,28.8
38285,4,3,0.5,1.5,28.8
38305,4,3,0.5,1.5,28.8
38306,4,3,0.5,1.5,28.8
38307,4,3,0.5,1.5,28.8
78407,4,3,0.5,1.5,28.8
78434,4,3,0.5,1.5,28.8
78452,4,3,0.5,1.5,28.8
78456,4,3,0.5,1.5,28.8
78458,4,3,0.5,1.5,28.8
78774,4,3,0.5,1.5,28.8
78776,4,3,0.5,1.5,28.8
78781,4,3,0.5,1.5,28.8
78786,4,3,0.5,1.5,28.8
37713,4,3,0.5,1.5,28.8
37743,4,3,0.5,1.5,28.8
37834,4,3,0.5,1.5,28.8
37851,4,3,0.5,1.5,28.8
37867,4,3,0.5,1.5,28.8
38101,4,3,0.5,1.5,28.8
38108,4,3,0.5,1.5,28.8
23719,4,3,0.5,1.5,28.8
23738,4,3,0.5,1.5,28.8
78493,4,3,0.5,1.5,28.8
78494,4,3,0.5,1.5,28.8
78500,4,3,0.5,1.5,28.8
78860,4,3,0.5,1.5,28.8
78877,4,3,0.5,1.5,28.8
78880,4,3,0.5,1.5,28.8
7891,4,3,0.5,1.5,28.8
78942,4,3,0.5,1.5,28.8
78973,4,3,0.5,1.5,28.8
37577,4,3,0.5,1.5,28.8
37603,4,3,0.5,1.5,28.8
37630,4,3,0.5,1.5,28.8
37679,4,3,0.5,1.5,28.8
23802,4,3,0.5,1.5,28.8
37689,4,3,0.5,1.5,28.8
78705,4,3,0.5,1.5,28.8
78763,4,3,0.5,1.5,28.8
78771,4,3,0.5,1.5,28.8
78773,4,3,0.5,1.5,28.8
79156,4,3,0.5,1.5,28.8
79172,4,3,0.5,1.5,28.8
79237,4,3,0.5,1.5,28.8
37329,4,3,0.5,1.5,28.8
37379,4,3,0.5,1.5,28.8
37451,4,3,0.5,1.5,28.8
37461,4,3,0.5,1.5,28.8
37465,4,3,0.5,1.5,28.8
37537,4,3,0.5,1.5,28.8
23849,4,3,0.5,1.5,28.8
23852,4,3,0.5,1.5,28.8
79035,4,3,0.5,1.5,28.8
79043,4,3,0.5,1.5,28.8
79057,4,3,0.5,1.5,28.8
79085,4,3,0.5,1.5,28.8
78795,4,3,0.5,1.5,28.8
37180,4,3,0.5,1.5,28.8
37188,4,3,0.5,1.5,28.8
37198,4,3,0.5,1.5,28.8
37220,4,3,0.5,1.5,28.8
37241,4,3,0.5,1.5,28.8
23899,4,3,0.5,1.5,28.8
23913,4,3,0.5,1.5,28.8
37256,4,3,0.5,1.5,28.8
79272,4,3,0.5,1.5,28.8
79274,4,3,0.5,1.5,28.8
79299,4,3,0.5,1.5,28.8
79100,4,3,0.5,1.5,28.8
79107,4,3,0.5,1.5,28.8
79110,4,3,0.5,1.5,28.8
79131,4,3,0.5,1.5,28.8
79149,4,3,0.5,1.5,28.8
79522,4,3,0.5,1.5,28.8
36873,4,3,0.5,1.5,28.8
36898,4,3,0.5,1.5,28.8
36905,4,3,0.5,1.5,28.8
37017,4,3,0.5,1.5,28.8
37047,4,3,0.5,1.5,28.8
23964,4,3,0.5,1.5,28.8
23965,4,3,0.5,1.5,28.8
23976,4,3,0.5,1.5,28.8
23982,4,3,0.5,1.5,28.8
79327,4,3,0.5,1.5,28.8
79393,4,3,0.5,1.5,28.8
79394,4,3,0.5,1.5,28.8
79401,4,3,0.5,1.5,28.8
79420,4,3,0.5,1.5,28.8
79437,4,3,0.5,1.5,28.8
24079,4,3,0.5,1.5,28.8
36625,4,3,0.5,1.5,28.8
36628,4,3,0.5,1.5,28.8
36645,4,3,0.5,1.5,28.8
36649,4,3,0.5,1.5,28.8
36675,4,3,0.5,1.5,28.8
36676,4,3,0.5,1.5,28.8
36693,4,3,0.5,1.5,28.8
36695,4,3,0.5,1.5,28.8
36704,4,3,0.5,1.5,28.8
23993,4,3,0.5,1.5,28.8
24010,4,3,0.5,1.5,28.8
36746,4,3,0.5,1.5,28.8
36749,4,3,0.5,1.5,28.8
79458,4,3,0.5,1.5,28.8
79517,4,3,0.5,1.5,28.8
79541,4,3,0.5,1.5,28.8
79551,4,3,0.5,1.5,28.8
79552,4,3,0.5,1.5,28.8
79555,4,3,0.5,1.5,28.8
79564,4,3,0.5,1.5,28.8
7509,4,3,0.5,1.5,28.8
79567,4,3,0.5,1.5,28.8
36442,4,3,0.5,1.5,28.8
36491,4,3,0.5,1.5,28.8
36526,4,3,0.5,1.5,28.8
36543,4,3,0.5,1.5,28.8
36545,4,3,0.5,1.5,28.8
36593,4,3,0.5,1.5,28.8
36598,4,3,0.5,1.5,28.8
36599,4,3,0.5,1.5,28.8
24070,4,3,0.5,1.5,28.8
79640,4,3,0.5,1.5,28.8
79681,4,3,0.5,1.5,28.8
79683,4,3,0.5,1.5,28.8
79685,4,3,0.5,1.5,28.8
36223,4,3,0.5,1.5,28.8
36246,4,3,0.5,1.5,28.8
36265,4,3,0.5,1.5,28.8
36314,4,3,0.5,1.5,28.8
36373,4,3,0.5,1.5,28.8
36404,4,3,0.5,1.5,28.8
24136,4,3,0.5,1.5,28.8
24198,4,3,0.5,1.5,28.8
24203,4,3,0.5,1.5,28.8
36433,4,3,0.5,1.5,28.8
79524,4,3,0.5,1.5,28.8
79530,4,3,0.5,1.5,28.8
36026,4,3,0.5,1.5,28.8
36049,4,3,0.5,1.5,28.8
36058,4,3,0.5,1.5,28.8
36066,4,3,0.5,1.5,28.8
36073,4,3,0.5,1.5,28.8
36128,4,3,0.5,1.5,28.8
36133,4,3,0.5,1.5,28.8
36141,4,3,0.5,1.5,28.8
36142,4,3,0.5,1.5,28.8
24218,4,3,0.5,1.5,28.8
24252,4,3,0.5,1.5,28.8
24267,4,3,0.5,1.5,28.8
36210,4,3,0.5,1.5,28.8
36213,4,3,0.5,1.5,28.8
79610,4,3,0.5,1.5,28.8
79627,4,3,0.5,1.5,28.8
79714,4,3,0.5,1.5,28.8
7331,4,3,0.5,1.5,28.8
79773,4,3,0.5,1.5,28.8
79780,4,3,0.5,1.5,28.8
79794,4,3,0.5,1.5,28.8
79797,4,3,0.5,1.5,28.8
79800,4,3,0.5,1.5,28.8
35829,4,3,0.5,1.5,28.8
35865,4,3,0.5,1.5,28.8
35922,4,3,0.5,1.5,28.8
35923,4,3,0.5,1.5,28.8
35968,4,3,0.5,1.5,28.8
35995,4,3,0.5,1.5,28.8
36001,4,3,0.5,1.5,28.8
36020,4,3,0.5,1.5,28.8
36025,4,3,0.5,1.5,28.8
79820,4,3,0.5,1.5,28.8
79842,4,3,0.5,1.5,28.8
79844,4,3,0.5,1.5,28.8
35558,4,3,0.5,1.5,28.8
35598,4,3,0.5,1.5,28.8
35657,4,3,0.5,1.5,28.8
35713,4,3,0.5,1.5,28.8
35722,4,3,0.5,1.5,28.8
35732,4,3,0.5,1.5,28.8
35745,4,3,0.5,1.5,28.8
35793,4,3,0.5,1.5,28.8
35797,4,3,0.5,1.5,28.8
35801,4,3,0.5,1.5,28.8
24347,4,3,0.5,1.5,28.8
24359,4,3,0.5,1.5,28.8
79713,4,3,0.5,1.5,28.8
80209,4,3,0.5,1.5,28.8
80217,4,3,0.5,1.5,28.8
80226,4,3,0.5,1.5,28.8
35317,4,3,0.5,1.5,28.8
35466,4,3,0.5,1.5,28.8
35509,4,3,0.5,1.5,28.8
80008,4,3,0.5,1.5,28.8
7133,4,3,0.5,1.5,28.8
80093,4,3,0.5,1.5,28.8
80109,4,3,0.5,1.5,28.8
79901,4,3,0.5,1.5,28.8
79942,4,3,0.5,1.5,28.8
79946,4,3,0.5,1.5,28.8
79971,4,3,0.5,1.5,28.8
79978,4,3,0.5,1.5,28.8
79815,4,3,0.5,1.5,28.8
80395,4,3,0.5,1.5,28.8
6915,4,3,0.5,1.5,28.8
80425,4,3,0.5,1.5,28.8
80426,4,3,0.5,1.5,28.8
34994,4,3,0.5,1.5,28.8
35053,4,3,0.5,1.5,28.8
35116,4,3,0.5,1.5,28.8
35122,4,3,0.5,1.5,28.8
35144,4,3,0.5,1.5,28.8
35214,4,3,0.5,1.5,28.8
35223,4,3,0.5,1.5,28.8
80279,4,3,0.5,1.5,28.8
80307,4,3,0.5,1.5,28.8
80318,4,3,0.5,1.5,28.8
80355,4,3,0.5,1.5,28.8
80128,4,3,0.5,1.5,28.8
80783,4,3,0.5,1.5,28.8
34652,4,3,0.5,1.5,28.8
34703,4,3,0.5,1.5,28.8
34820,4,3,0.5,1.5,28.8
34839,4,3,0.5,1.5,28.8
34911,4,3,0.5,1.5,28.8
24520,4,3,0.5,1.5,28.8
24527,4,3,0.5,1.5,28.8
80581,4,3,0.5,1.5,28.8
80592,4,3,0.5,1.5,28.8
80650,4,3,0.5,1.5,28.8
6825,4,3,0.5,1.5,28.8
80500,4,3,0.5,1.5,28.8
80505,4,3,0.5,1.5,28.8
80561,4,3,0.5,1.5,28.8
80392,4,3,0.5,1.5,28.8
81067,4,3,0.5,1.5,28.8
81102,4,3,0.5,1.5,28.8
34270,4,3,0.5,1.5,28.8
34436,4,3,0.5,1.5,28.8
34475,4,3,0.5,1.5,28.8
34499,4,3,0.5,1.5,28.8
34509,4,3,0.5,1.5,28.8
34576,4,3,0.5,1.5,28.8
34618,4,3,0.5,1.5,28.8
80937,4,3,0.5,1.5,28.8
6625,4,3,0.5,1.5,28.8
80976,4,3,0.5,1.5,28.8
80723,4,3,0.5,1.5,28.8
80737,4,3,0.5,1.5,28.8
80756,4,3,0.5,1.5,28.8
80761,4,3,0.5,1.5,28.8
34048,4,3,0.5,1.5,28.8
34117,4,3,0.5,1.5,28.8
34159,4,3,0.5,1.5,28.8
34161,4,3,0.5,1.5,28.8
34196,4,3,0.5,1.5,28.8
34227,4,3,0.5,1.5,28.8
34230,4,3,0.5,1.5,28.8
81136,4,3,0.5,1.5,28.8
6389,4,3,0.5,1.5,28.8
6406,4,3,0.5,1.5,28.8
81275,4,3,0.5,1.5,28.8
81286,4,3,0.5,1.5,28.8
81287,4,3,0.5,1.5,28.8
81034,4,3,0.5,1.5,28.8
81042,4,3,0.5,1.5,28.8
81059,4,3,0.5,1.5,28.8
33822,4,3,0.5,1.5,28.8
33867,4,3,0.5,1.5,28.8
33910,4,3,0.5,1.5,28.8
33911,4,3,0.5,1.5,28.8
33935,4,3,0.5,1.5,28.8
33943,4,3,0.5,1.5,28.8
33953,4,3,0.5,1.5,28.8
24681,4,3,0.5,1.5,28.8
24691,4,3,0.5,1.5,28.8
34037,4,3,0.5,1.5,28.8
34040,4,3,0.5,1.5,28.8
81376,4,3,0.5,1.5,28.8
81381,4,3,0.5,1.5,28.8
6323,4,3,0.5,1.5,28.8
81488,4,3,0.5,1.5,28.8
81496,4,3,0.5,1.5,28.8
33521,4,3,0.5,1.5,28.8
33523,4,3,0.5,1.5,28.8
33524,4,3,0.5,1.5,28.8
33530,4,3,0.5,1.5,28.8
33582,4,3,0.5,1.5,28.8
33713,4,3,0.5,1.5,28.8
33720,4,3,0.5,1.5,28.8
33747,4,3,0.5,1.5,28.8
24732,4,3,0.5,1.5,28.8
33804,4,3,0.5,1.5,28.8
81521,4,3,0.5,1.5,28.8
81535,4,3,0.5,1.5,28.8
81547,4,3,0.5,1.5,28.8
81553,4,3,0.5,1.5,28.8
6288,4,3,0.5,1.5,28.8
81593,4,3,0.5,1.5,28.8
33258,4,3,0.5,1.5,28.8
33266,4,3,0.5,1.5,28.8
33290,4,3,0.5,1.5,28.8
33341,4,3,0.5,1.5,28.8
33362,4,3,0.5,1.5,28.8
33365,4,3,0.5,1.5,28.8
33387,4,3,0.5,1.5,28.8
33439,4,3,0.5,1.5,28.8
24837,4,3,0.5,1.5,28.8
33515,4,3,0.5,1.5,28.8
81811,4,3,0.5,1.5,28.8
81672,4,3,0.5,1.5,28.8
81677,4,3,0.5,1.5,28.8
81680,4,3,0.5,1.5,28.8
81698,4,3,0.5,1.5,28.8
81705,4,3,0.5,1.5,28.8
82045,4,3,0.5,1.5,28.8
82084,4,3,0.5,1.5,28.8
82126,4,3,0.5,1.5,28.8
82168,4,3,0.5,1.5,28.8
33118,4,3,0.5,1.5,28.8
33186,4,3,0.5,1.5,28.8
33187,4,3,0.5,1.5,28.8
33194,4,3,0.5,1.5,28.8
33215,4,3,0.5,1.5,28.8
33218,4,3,0.5,1.5,28.8
33227,4,3,0.5,1.5,28.8
33238,4,3,0.5,1.5,28.8
24843,4,3,0.5,1.5,28.8
81924,4,3,0.5,1.5,28.8
81955,4,3,0.5,1.5,28.8
81959,4,3,0.5,1.5,28.8
32836,4,3,0.5,1.5,28.8
32851,4,3,0.5,1.5,28.8
32868,4,3,0.5,1.5,28.8
32879,4,3,0.5,1.5,28.8
32905,4,3,0.5,1.5,28.8
32924,4,3,0.5,1.5,28.8
32932,4,3,0.5,1.5,28.8
32939,4,3,0.5,1.5,28.8
33010,4,3,0.5,1.5,28.8
33020,4,3,0.5,1.5,28.8
33023,4,3,0.5,1.5,28.8
33064,4,3,0.5,1.5,28.8
33085,4,3,0.5,1.5,28.8
81996,4,3,0.5,1.5,28.8
82009,4,3,0.5,1.5,28.8
82044,4,3,0.5,1.5,28.8
82456,4,3,0.5,1.5,28.8
82482,4,3,0.5,1.5,28.8
32578,4,3,0.5,1.5,28.8
32580,4,3,0.5,1.5,28.8
32660,4,3,0.5,1.5,28.8
32662,4,3,0.5,1.5,28.8
32665,4,3,0.5,1.5,28.8
32692,4,3,0.5,1.5,28.8
32704,4,3,0.5,1.5,28.8
32738,4,3,0.5,1.5,28.8
82321,4,3,0.5,1.5,28.8
82334,4,3,0.5,1.5,28.8
82227,4,3,0.5,1.5,28.8
82229,4,3,0.5,1.5,28.8
82244,4,3,0.5,1.5,28.8
82282,4,3,0.5,1.5,28.8
82700,4,3,0.5,1.5,28.8
82760,4,3,0.5,1.5,28.8
32254,4,3,0.5,1.5,28.8
32255,4,3,0.5,1.5,28.8
32258,4,3,0.5,1.5,28.8
32388,4,3,0.5,1.5,28.8
32447,4,3,0.5,1.5,28.8
32462,4,3,0.5,1.5,28.8
32478,4,3,0.5,1.5,28.8
32482,4,3,0.5,1.5,28.8
32487,4,3,0.5,1.5,28.8
24975,4,3,0.5,1.5,28.8
32513,4,3,0.5,1.5,28.8
82511,4,3,0.5,1.5,28.8
82433,4,3,0.5,1.5,28.8
82434,4,3,0.5,1.5,28.8
32056,4,3,0.5,1.5,28.8
32084,4,3,0.5,1.5,28.8
32219,4,3,0.5,1.5,28.8
32243,4,3,0.5,1.5,28.8
25006,4,3,0.5,1.5,28.8
82935,4,3,0.5,1.5,28.8
82941,4,3,0.5,1.5,28.8
82971,4,3,0.5,1.5,28.8
82977,4,3,0.5,1.5,28.8
82987,4,3,0.5,1.5,28.8
82994,4,3,0.5,1.5,28.8
82844,4,3,0.5,1.5,28.8
82853,4,3,0.5,1.5,28.8
82859,4,3,0.5,1.5,28.8
82654,4,3,0.5,1.5,28.8
82683,4,3,0.5,1.5,28.8
31865,4,3,0.5,1.5,28.8
31871,4,3,0.5,1.5,28.8
31914,4,3,0.5,1.5,28.8
32035,4,3,0.5,1.5,28.8
25037,4,3,0.5,1.5,28.8
25050,4,3,0.5,1.5,28.8
25060,4,3,0.5,1.5,28.8
25065,4,3,0.5,1.5,28.8
83288,4,3,0.5,1.5,28.8
83188,4,3,0.5,1.5,28.8
83191,4,3,0.5,1.5,28.8
83245,4,3,0.5,1.5,28.8
83271,4,3,0.5,1.5,28.8
83089,4,3,0.5,1.5,28.8
4990,4,3,0.5,1.5,28.8
83119,4,3,0.5,1.5,28.8
83710,4,3,0.5,1.5,28.8
83737,4,3,0.5,1.5,28.8
83757,4,3,0.5,1.5,28.8
31635,4,3,0.5,1.5,28.8
31655,4,3,0.5,1.5,28.8
31672,4,3,0.5,1.5,28.8
31746,4,3,0.5,1.5,28.8
31747,4,3,0.5,1.5,28.8
31755,4,3,0.5,1.5,28.8
31804,4,3,0.5,1.5,28.8
83460,4,3,0.5,1.5,28.8
83503,4,3,0.5,1.5,28.8
83543,4,3,0.5,1.5,28.8
83634,4,3,0.5,1.5,28.8
83639,4,3,0.5,1.5,28.8
83641,4,3,0.5,1.5,28.8
84338,4,3,0.5,1.5,28.8
84357,4,3,0.5,1.5,28.8
84379,4,3,0.5,1.5,28.8
31417,4,3,0.5,1.5,28.8
31466,4,3,0.5,1.5,28.8
31629,4,3,0.5,1.5,28.8
25192,4,3,0.5,1.5,28.8
84033,4,3,0.5,1.5,28.8
84039,4,3,0.5,1.5,28.8
84100,4,3,0.5,1.5,28.8
4538,4,3,0.5,1.5,28.8
83957,4,3,0.5,1.5,28.8
83967,4,3,0.5,1.5,28.8
83681,4,3,0.5,1.5,28.8
83688,4,3,0.5,1.5,28.8
83707,4,3,0.5,1.5,28.8
84633,4,3,0.5,1.5,28.8
31064,4,3,0.5,1.5,28.8
31084,4,3,0.5,1.5,28.8
31092,4,3,0.5,1.5,28.8
31093,4,3,0.5,1.5,28.8
31099,4,3,0.5,1.5,28.8
31105,4,3,0.5,1.5,28.8
31193,4,3,0.5,1.5,28.8
25220,4,3,0.5,1.5,28.8
25239,4,3,0.5,1.5,28.8
84417,4,3,0.5,1.5,28.8
84471,4,3,0.5,1.5,28.8
84504,4,3,0.5,1.5,28.8
84168,4,3,0.5,1.5,28.8
84169,4,3,0.5,1.5,28.8
84195,4,3,0.5,1.5,28.8
4138,4,3,0.5,1.5,28.8
30751,4,3,0.5,1.5,28.8
30760,4,3,0.5,1.5,28.8
30884,4,3,0.5,1.5,28.8
30989,4,3,0.5,1.5,28.8
25276,4,3,0.5,1.5,28.8
25277,4,3,0.5,1.5,28.8
31043,4,3,0.5,1.5,28.8
84685,4,3,0.5,1.5,28.8
84802,4,3,0.5,1.5,28.8
4174,4,3,0.5,1.5,28.8
4186,4,3,0.5,1.5,28.8
84583,4,3,0.5,1.5,28.8
84585,4,3,0.5,1.5,28.8
84611,4,3,0.5,1.5,28.8
84624,4,3,0.5,1.5,28.8
84953,4,3,0.5,1.5,28.8
30539,4,3,0.5,1.5,28.8
30543,4,3,0.5,1.5,28.8
30589,4,3,0.5,1.5,28.8
30590,4,3,0.5,1.5,28.8
30650,4,3,0.5,1.5,28.8
30656,4,3,0.5,1.5,28.8
30661,4,3,0.5,1.5,28.8
30672,4,3,0.5,1.5,28.8
25339,4,3,0.5,1.5,28.8
25341,4,3,0.5,1.5,28.8
30685,4,3,0.5,1.5,28.8
84828,4,3,0.5,1.5,28.8
84834,4,3,0.5,1.5,28.8
84837,4,3,0.5,1.5,28.8
84882,4,3,0.5,1.5,28.8
85099,4,3,0.5,1.5,28.8
85149,4,3,0.5,1.5,28.8
30330,4,3,0.5,1.5,28.8
30339,4,3,0.5,1.5,28.8
30347,4,3,0.5,1.5,28.8
30373,4,3,0.5,1.5,28.8
30380,4,3,0.5,1.5,28.8
30440,4,3,0.5,1.5,28.8
30502,4,3,0.5,1.5,28.8
30512,4,3,0.5,1.5,28.8
25348,4,3,0.5,1.5,28.8
25349,4,3,0.5,1.5,28.8
25379,4,3,0.5,1.5,28.8
84898,4,3,0.5,1.5,28.8
84911,4,3,0.5,1.5,28.8
84939,4,3,0.5,1.5,28.8
85346,4,3,0.5,1.5,28.8
85348,4,3,0.5,1.5,28.8
85399,4,3,0.5,1.5,28.8
30014,4,3,0.5,1.5,28.8
30055,4,3,0.5,1.5,28.8
30061,4,3,0.5,1.5,28.8
30065,4,3,0.5,1.5,28.8
30069,4,3,0.5,1.5,28.8
30208,4,3,0.5,1.5,28.8
30220,4,3,0.5,1.5,28.8
25385,4,3,0.5,1.5,28.8
85167,4,3,0.5,1.5,28.8
85182,4,3,0.5,1.5,28.8
85183,4,3,0.5,1.5,28.8
85214,4,3,0.5,1.5,28.8
85074,4,3,0.5,1.5,28.8
85685,4,3,0.5,1.5,28.8
29752,4,3,0.5,1.5,28.8
29758,4,3,0.5,1.5,28.8
29776,4,3,0.5,1.5,28.8
29892,4,3,0.5,1.5,28.8
29894,4,3,0.5,1.5,28.8
29928,4,3,0.5,1.5,28.8
29963,4,3,0.5,1.5,28.8
29986,4,3,0.5,1.5,28.8
25439,4,3,0.5,1.5,28.8
85247,4,3,0.5,1.5,28.8
85303,4,3,0.5,1.5,28.8
85308,4,3,0.5,1.5,28.8
85311,4,3,0.5,1.5,28.8
85319,4,3,0.5,1.5,28.8
85336,4,3,0.5,1.5,28.8
85735,4,3,0.5,1.5,28.8
85763,4,3,0.5,1.5,28.8
3211,4,3,0.5,1.5,28.8
85784,4,3,0.5,1.5,28.8
29471,4,3,0.5,1.5,28.8
29522,4,3,0.5,1.5,28.8
29538,4,3,0.5,1.5,28.8
29652,4,3,0.5,1.5,28.8
29691,4,3,0.5,1.5,28.8
29697,4,3,0.5,1.5,28.8
25551,4,3,0.5,1.5,28.8
29726,4,3,0.5,1.5,28.8
85455,4,3,0.5,1.5,28.8
85467,4,3,0.5,1.5,28.8
85528,4,3,0.5,1.5,28.8
3542,4,3,0.5,1.5,28.8
29129,4,3,0.5,1.5,28.8
29225,4,3,0.5,1.5,28.8
29228,4,3,0.5,1.5,28.8
29246,4,3,0.5,1.5,28.8
29292,4,3,0.5,1.5,28.8
29351,4,3,0.5,1.5,28.8
29409,4,3,0.5,1.5,28.8
29417,4,3,0.5,1.5,28.8
29438,4,3,0.5,1.5,28.8
29452,4,3,0.5,1.5,28.8
85814,4,3,0.5,1.5,28.8
85908,4,3,0.5,1.5,28.8
2999,4,3,0.5,1.5,28.8
85718,4,3,0.5,1.5,28.8
85733,4,3,0.5,1.5,28.8
85734,4,3,0.5,1.5,28.8
86000,4,3,0.5,1.5,28.8
86079,4,3,0.5,1.5,28.8
86080,4,3,0.5,1.5,28.8
86093,4,3,0.5,1.5,28.8
86122,4,3,0.5,1.5,28.8
28926,4,3,0.5,1.5,28.8
28937,4,3,0.5,1.5,28.8
28965,4,3,0.5,1.5,28.8
28984,4,3,0.5,1.5,28.8
28989,4,3,0.5,1.5,28.8
29002,4,3,0.5,1.5,28.8
29007,4,3,0.5,1.5,28.8
29059,4,3,0.5,1.5,28.8
29072,4,3,0.5,1.5,28.8
25620,4,3,0.5,1.5,28.8
25645,4,3,0.5,1.5,28.8
86449,4,3,0.5,1.5,28.8
86508,4,3,0.5,1.5,28.8
86516,4,3,0.5,1.5,28.8
28693,4,3,0.5,1.5,28.8
28700,4,3,0.5,1.5,28.8
28736,4,3,0.5,1.5,28.8
28786,4,3,0.5,1.5,28.8
28845,4,3,0.5,1.5,28.8
28850,4,3,0.5,1.5,28.8
28867,4,3,0.5,1.5,28.8
25717,4,3,0.5,1.5,28.8
25724,4,3,0.5,1.5,28.8
86189,4,3,0.5,1.5,28.8
86247,4,3,0.5,1.5,28.8
86268,4,3,0.5,1.5,28.8
85942,4,3,0.5,1.5,28.8
2269,4,3,0.5,1.5,28.8
86936,4,3,0.5,1.5,28.8
86939,4,3,0.5,1.5,28.8
28383,4,3,0.5,1.5,28.8
28401,4,3,0.5,1.5,28.8
28457,4,3,0.5,1.5,28.8
28467,4,3,0.5,1.5,28.8
28579,4,3,0.5,1.5,28.8
28591,4,3,0.5,1.5,28.8
28602,4,3,0.5,1.5,28.8
25798,4,3,0.5,1.5,28.8
86552,4,3,0.5,1.5,28.8
86618,4,3,0.5,1.5,28.8
86685,4,3,0.5,1.5,28.8
86353,4,3,0.5,1.5,28.8
86379,4,3,0.5,1.5,28.8
1854,4,3,0.5,1.5,28.8
28162,4,3,0.5,1.5,28.8
28256,4,3,0.5,1.5,28.8
28305,4,3,0.5,1.5,28.8
28312,4,3,0.5,1.5,28.8
28318,4,3,0.5,1.5,28.8
25845,4,3,0.5,1.5,28.8
25847,4,3,0.5,1.5,28.8
25857,4,3,0.5,1.5,28.8
87287,4,3,0.5,1.5,28.8
87346,4,3,0.5,1.5,28.8
2214,4,3,0.5,1.5,28.8
87113,4,3,0.5,1.5,28.8
87144,4,3,0.5,1.5,28.8
87157,4,3,0.5,1.5,28.8
86784,4,3,0.5,1.5,28.8
27988,4,3,0.5,1.5,28.8
28003,4,3,0.5,1.5,28.8
28009,4,3,0.5,1.5,28.8
28097,4,3,0.5,1.5,28.8
28102,4,3,0.5,1.5,28.8
28127,4,3,0.5,1.5,28.8
25866,4,3,0.5,1.5,28.8
25892,4,3,0.5,1.5,28.8
25912,4,3,0.5,1.5,28.8
28153,4,3,0.5,1.5,28.8
87690,4,3,0.5,1.5,28.8
87789,4,3,0.5,1.5,28.8
87803,4,3,0.5,1.5,28.8
1748,4,3,0.5,1.5,28.8
87505,4,3,0.5,1.5,28.8
87594,4,3,0.5,1.5,28.8
27671,4,3,0.5,1.5,28.8
27673,4,3,0.5,1.5,28.8
27735,4,3,0.5,1.5,28.8
27736,4,3,0.5,1.5,28.8
27806,4,3,0.5,1.5,28.8
27822,4,3,0.5,1.5,28.8
27849,4,3,0.5,1.5,28.8
27853,4,3,0.5,1.5,28.8
27857,4,3,0.5,1.5,28.8
27885,4,3,0.5,1.5,28.8
27891,4,3,0.5,1.5,28.8
87880,4,3,0.5,1.5,28.8
87905,4,3,0.5,1.5,28.8
87927,4,3,0.5,1.5,28.8
